4840	10452	493 10583 9970 21833 18050 8655 19051 6349 7918 5165 2410 1185 1139 5839 20850 10596 1652 10443 5763 3296 17241 8343 2397 18050 7918 10443 18050 12984 7239 5755 13210 17263 10443 8658 11487 671 19051 18212 15659 18816 12984 19051 5165 3137 8542
21083	10452	17281 2410 18050 8655 7239 7636 11092 11821 18668 761 9970 20315 12984 1833 11772 16688 671 10596 3942 19051 7751 4939 17281 8343 5945 17050 2410 18050 7918 17281 8343 12342 8658 5288 6264 8250 8343 59 12000 12342 19051 1185 9853 7239 2118 14470 12000 12342 11821 18668 10443 1511 11092 1185 8343 17281 7239 11308 3235 10443 7080 11821 18668 8343 12984 13986 5030 10575 7239 11821 18668 8343 2291 8658 10575 16139 10443 7080 11487 5559 12000 15714 12000 3296 8658 6264 19051 3088 10583 7239 13210 7239 20315 8655 782 18561 6584 19846 18050 20291 12000 7239 18429 8662 4652 18561 18024 15658 10583 9337 22494 7239 1185 8655 1833 456 10443 7728 2410 8343 14950 3942 12000 18893 15457 8658 615 15659 8559 8665 6259 18429 4488 1637 15714
11964	10452	5945 7239 17281 9853 19051 8661 17730 1833 925 6261 8931 8343 5945 8658 10443 22441 12250 20681 8658 9853 17730 10001 5288 12761 21474 18022 13210 18192 8665 7239 16113 21235 17730 1747
22249	656	8797 21042 17281 8343 4063 18050 7918 8343 3235 18716 8658 4487 8658 12984 6259 13661 8665 19051 3073 8343 12984 8998 10443 8343 8779 8665 5945 671 8658 8343 19748 8658 10575 15714 10443 18560 8658 4401 15302 8343 17754 4063 18050 21042 19215 17281 9853 8343 3860 3296 14669 6261 11859 9757 9337 10575 8658 6261 8343 7152 671 9970 14286 7918 4976 10583 19051 21241 9853 8343 11182 4063 7239 761
17419	656	2807 18050 8655 19051 7728 5830 1185 17730 20990 10443 13426 10443 16705 10443 16760 6264 7239 9050 17294 7239 20990 7273 20315 8655 11725 2922 5839 7239 1185 17730 6306 19909 8658 9843 17281 4063 7027 9853 8658 8500 1290 18816 8144 671 19051 21730 10583 3096 2012 18050 8655 19051 14933 1185 12000 7704 493 18816 5002 6234 4895 18819 20445 17455 11885 1833 17281 6603 4063 18050 16676 7959
14426	1458	1833 18939 9740 8947 7906 20334 671 18050 9696 10443 15598 266 6705 6819 5839 8658 10443 8658 20040 1833 17281 12984 7530 12984 9264 10443 14786 10575 7239 4075 5285 4075 671 18816 7870 2410 138 9853 1833 8665 19051 10523 12980 762 8665 19051 15017 16257 7239 14720 9480 18962 4075 5531 8665 20681 7239 15598 9970 4075 11182 13623 822 10443 8343 7152 1833 3942 822 4075 14276 8655 20562 18054 10443 5559 8670 6603 8343 13058 8239 10575 3942 9970 4075 6584 15659 6403 10443 19451 17203 12000 5501 13754 13230 8478 18050 1804
1835	1458	3860 6500 17153 8343 5677 10443 15598 19051 4739 9853 3860 6500 231 14856 10278 3963 14539 18389 5839 18054 9853 8343 3942 15458 2677 10583 4075
8453	1458	17754 10523 1232 9970 4075 8655 20562 4063 19051 1106 10443 4895 18054 18050 15598 8500 8658 739 10443 13408 11885 5763 266 2854 8343 22441 6584 9850 3598 8343 12984 15457 12000 19748 1511 20315 10583 18050 5839 20482 7959 10443 18868 7239 13210 273 762 18819 21973 7830 8343 3235 19748 8658 19051 2071 10596 21408 17965 8343 22441 1833 6584 9850 762 10443 8662 11829 17730 10523 9853 1833 1379
10940	1458	2820 6827 3963 15598 1511 18022 1804 19939 5945 18050 2820 6827 3963 15598 8658 17754 13467 7239 4075 12000 13623 17776 10443 12000 8874
8435	1458	5945 18050 21078 5755 15598 19693 19768 18819 14991 9696 10443 15598 12766 21078 10631 5288 4785 8665 7239 18740 5945 7239 17281 12722 8478
11850	1458	19857 1804 20584 6924 18050 1804 7239 11923 8655 11725 12815 18816 8658 7152 1833 10088 5288 4487 18983 59 12000 20681 8658 6261 5839 19428 8658 8655 8291 8658 14380 18962 4075 8768 6261 8670 18983 3827 20734 18962 4075 5839 6156 8343 14950 6500 17206 10523 20681 8658 8343 20027 20681 17371 18816 8343 5383 6264 4793 8658 8655 4668 10443 14380 18962 4075 21042 10443 2874 6261 14009
14525	1458	16647 8343 3942 18054 20562 4075 10443 8343 6256 6385 22499 5839 7239 13316 12000 19051 6349 10252 10583 4075 18050 8655 1833 8658 8658 14539 6584 5295 10443 3942 18255 16639 9853 17730 7239 9900 9696 11885 19693 20681 3015 3296 8658 9480 20315 12000 1629 12000 10252 4750 2684 8658 3079 7239 9062 20238 19748 10581 14009 8609 17294
13484	1458	14133 9970 4075 8343 5383 18050 15179 5295 2820 9336 10173 3963 15598 10589 10443 7239 9696 10443 20681 8658 7910 7239 6521 10443 1833 13226 20040 1833 3963 9970 4075 9853 8658 16943 8658 7728 14133
11121	1458	2071 12761 10523 18917 11725 8343 3942 10151 20681 7239 15179 5295 19181 9696 10443 15598 5839 19051 11031 2071 1835 8343 3942 14280 19051 7906 10523 17153 9970 4075 273 19831 20534 19051 20655 12815 10443 7751 8343 18868 18255 4075 9172 5288 8343 3942 18262 18050 3387 671 874 15377 2820 1723 11725 8343 7152 1833 22489 8670 17730 7123 22494 10583 7239 3387 10596 19051 2862 13243 7239 19181 9853 18917 8655 4785 9970 13226 493 14922 8655 18816 7239 15598 9843 8500 18983 18816 21042 15598 16407 11308 15598 8500 18983 17730 19051 14615 18173 6261 18465 12000 21042 8665 5523 8670 18983 3942 18054 4075 8343 8478 19181 1804 6261 14009 12000 1723 671 19051 20008 2820 6836
13673	1458	8500 7239 20996 10583 12815 4075 8343 3942 7360 6259 18923 21652 10575 18050 1804 9970 4374 8343 12984 19051 17298 12000 7239 2346 628 10443 8343 5753 12000 1146 7239 19520 10583 12342 10443 12993 1709 21652 4658 8343 3296 8658 8658 10051 20295 1804 10443 19051 7728 10198 2862 10583 1804 12000 2596 7239 7547 18816 8343 12984 13623 18050 2071 16334 16544 7518 5323 8931 3322 12000 8026 19051 21664 3559 13058 6672 8658 8874 5839 2071 7080 3728 237 2820 6827 15598 8655 19051 20008 2585 12000 7239 2820 9696 7239 9696 8655 9264 9853 11784 8658 4185 9970 4075 138 4063 19051 4851 20303 10443 7239 15598 13467 18440 18816 10194 4487 20681 7323 7239 11667 10583 5352 22037 9352 12096 8044 18962 20675 3559 7239 4075 874 9970 5323 8655 19051 13355 12902 10443 17776 13623 1390 10443 7777 12290 8665 7239 671 7239 2862 8343 12091 9970 4075 19451 19051 18440 9480 7239 21408 8343 20681 5301 8951 20021 15598 16623 19051 4739 12000 12323 9970 4075 18050 8655 6259 14993 11784 9591 8343 20681 12280 9970 4805 7239 20996 10583 13408 8655 16257 8343 17754 13163 15457 8343 22489 18561 8083 6897 18438 16789 8655 5343 8662 2985 7239 18389 8665 7239 14256 1835 18983 3942 12000 6584 8665 3723 8670 3028 6897
10888	1458	7728 8542 17050 231 8343 5945 18050 671 7239 7477 16975 7360 9970 4075 2032 9172 5288 19051 13355 18050 6619 10583 9696 10443 15598 12984 493 10583 7239 21651 8343 4913 12000 9842 18050 16615 17754 17754 17754 4063 15819 15457 8658 7239 10278 8864 7239 17281 7239 7547 7239 13210 10581 10443 8658 8020 12722 8478
12594	1458	2684 18255 4075 6500 6245 21652 3235 21652 8343 17685 12000 21652 18050 1804 6261 17294 8083 10575 11885 13226 10151 20681 8658 5839 19051 4739 11725 8343 7152 1833 16388 12000 6500 4075 11262 6264 18050 3672 17730 10523 12000 17455 18816 8662 2601 17241 4075 20315 22037 725 11725 8662 1833 20681 8658 3215 7239 17281 8655 1833 18818 9417 9853 17730 762 5420 8665 1185 1833 456 7239 9696 4514 8670 18983 18389 6264 8658 17730 19051 13354 4514 4895 18819 19051 6705 10443 493 8343 8029 8658 12481 10575 9970 20675 11266 9970 4075 8670 17962 15659 14933 18561 2684 762 4075 8343 6256 3468 9970 4075 9906 20850 17505 8343 20681 12000 5677 9906 11308 20850 7239 15598 7152 1833 4514 17730 762 10583 19051 687 18816 8343 8029 12481 15638 7958 4075 9970 4075 16407 11034 10583 10978 6261 8343 5677 8658 8343 14606 18816 8662 8083 12000 3942 19051 19857 4075 20850 7755 10583 14470 9853 12761 16366 17730 19066 21042 6302 1833 10978 12761 3468 8343 1848 8665 19051 4766 5839 15457 9870 22225 20630 16366 12073 6672 9970 18702 3787 12906 14133 879 19051 912 10583 4852 9853 14991 6156 1833 671 7239 12815 16407 8665 7239 11463 8343 6256 8542 18816 17730 1833 16923 3079 12761 16366 11725 18561 8201 10575 12342 18050 5839 2071 18561 12342 12000 7409 12000 1712 8670 8343 6500 19051 14856 16407 21235 12000 2118 14470 14825 12000 20844 18816 17329 13875 9696 15598 8662 15377 4314 4075 1723 9970 7166 12984 5359 13875 20744 10583 7239 1618 10443 1723 8343 20681 7239 1723 8665 16015 10583 19051 15399 11725 8343 874 6073 18686 17194 16254 6419 12249 6261 9468 7166 15455 4785 8655 10278 5742 4075 11262 11885 18868 18816 8662 2684 18255 4075 4487 8343 5677 16366 17730 3322 5839 14470 12000 18868 3322 5839 14470 12000 8201 8083 6419 18050 7363 6156 8665 6419 15521 20681 10583 4314 4075 9970 4075 8655 6963 21042 13691 7751 9843 3942 19051 19857 17281 11182 1833 10978 12250 12000 6584 6302 8343 16407 4063 19190 3482 12984 10542 9970 4075 8655 5288 9970 6819 8655 18816 18050 8655 7239 4719 5839 9970 20675 8877 19939 8877 18561 6500 19238 5742 21195 19051 20164 13081 13465 1174 8658 6584 5742 4075 22441 8201 18983 12961 8343 6500 19891 4909 4075 13778 3559 8343 12520 874 17455 18816 9970 4169 19451 12000 6584 21433 762 20663 18819 19693 10443 8343 3942 12000 8812 6669 14329 762 3234 8343 3143 18050 4197 6584 9480 7239 12145 10523 8662 3296 9480 7239 1723 3040 11182 2684 18255 4075 10443 4785 8655 5742 4075 11262 8665 14615 15544 5985 9970 4169 16789 8343 8201 4909 19451 12000 6584 3728 16623 9906 4739 12000 6156 6261 18465 12000 16623 9906 10596 762 4739 8343 16701 21408 15039 10575 9970 4075 18050 731 4739 15457 17050 13691 15928 8658 11083 8343 3515 15868 12000 7239 1804 20681 7081 9906 20850 6261 8478 14825 1712 8658 14281 18816 671 2071 10583 20681 18050 1804 8655 18022 5839 20963 12290 17206 3482 10575 9970 20675 9853 8658 8655 14133 5288 9970 4075 8343 3942 12000 16543 9970 20681 10583 18050 10443 7239 15598 17730 14786 7239 9579 9480 9970 4075 8343 22441 11182 20681 7239 9696 10443 15598 9853 14539 19939 20681 8658 16623 19051 4739 22441 8201 1712 8343 20040 18868 18816 5839 7239 731 21408 4739 4487 8343 20681 7239 1804 9970 20675 3296 19939 19051 14615 19781 18816 874 14251 12000 14470 18816 7239 3482 19256 9970 4535 14539 6584 19148 12290 18816 8655 7239 10523 14972 11725 8343 22441 6584 20681 7239 4314 4075 20008 6261 20315 8478 9853 22441 8408 7239 20681 10583 7239 9696 10443 15598
7562	1458	22441 19748 3435 8343 5945 8658 22441 9850 3435 15455 8658 8655 19051 20655 14133 8658 10735 1833 6584 19051 10523 20291 20681
18340	1458	17730 10578 8343 10026 18050 15598 12000 8083 671 7239 9696 7088 14380 8343 7152 4063 7239 761 12319 18050 15598 7152 1833 14380 9970 4075 6963 3322 12000 3296 9970 18474 5288 8343 20681 8658 3235 10443 7080 20681 19051 20655 10583 9970 13559 15598 11725 18816 8343 6256 1833 5917 5288 9970 16597 12761 3468 8343 20040 18868 19051 20655 10583 3963 10583 9970 4075 10515 9970 4075 20040 14281 19051 20655 17776
5403	1458	14133 5288 9970 4075 1804 14133 5288 9970 4075 8343 12984 20334 7830 18050 8655 5295 8343 16388 8658 12000 6584 19768 9853 1173 9818 19768 18819 18050 10443 7152 1833 14133 9970 4075 5288 17281 12984 10578 8658 12984 1833 8215 9853 8658 20040 1833 17281 18022 14756 8658 20040 14380 9970 4075 13623 12815 9853 14133 5288
20701	1458	17730 14831 18050 1232 14380 18962 4075 16407 12815 12761 20681 8658 10443 4587 8655 19051 10523 1804 8343 3942 10151 20681 8658 5839 15457 2071 10443 3942 1833 14280 17206 11673 150 10596 17206 4075 11262 16294 11725 19693 8658 8655 7728 1475 13210 10443 7152 2187 9970 4075 138 12815 10443 19768 13623 18819 11308 9696 11885 12342 8343 7152 14606 8658 16233 18962 4075 12000 1808 762 9579 15688 8658 8655 7906 5314 12761 15457 21474 9970 4397 10443 20675 14281 762 9581 18819 8665 7239 731 7830 20681 18050 1804 9853 16446 19095 10596 17281 1174 6584 19768 8658 9843 16027 17281 19857 9853 8658 5531 17281 4063 14888 16266 6802 10596 4063 20415 1629 11056 19238 13788 21336 11389 18983 8942 1629 8658 12000 7081 8658 17281 7906 13616 10523 5839 19051 1804 3942 17450 1905 16109 8665 2735 4719 18983 8947 17311 17450 1905 19787 10443 16109 17281 4063 8171 13482 10443 14950 18893 18983 3015 17281 7239 17450 1905 6264 16257 8658 8655 1833 7751 1185 18203 19939 3942 19051 16705 761 10583 19238 21245 1062 19205 3468 18962 8887 7239 13210 17730 19831 1379 8658 12000 6264 14958 12342
3758	11599	14380 8650 18389 10583 19051 9631 10583 20315 9740 266 19051 9631 10583 20315 18816 8947 6385 615 3742 21196 8658 12984 874 22240 12000 12416 7081 16257 5839 2410 15501 1835 9740 19939 3942 18050 16144 10575 7239 11463 21976 16842 8658 8655 12902 12000 8201 2410 10443 17467 14009 7239 13226 5433 14602 8655 18816 18983 3942 12000 18052 1804 9480 493 6027 12000 1511 6259 1764 13648 9853 1379 8658 12000 14470
7936	11599	6802 10787 9818 18022 9864 8658 266 10787 7080 8343 10443 9970 20681 8658 671 16257 5285 22441 19939 15430 7239 874 9740 4466 18050 493 10575 20886 19386 10237 10443 19937 8658 21474 2854 10007 4466 10575 20913 7841 6802 18212 9696 8665 8658 17497 12902 10443 8558 20609 8662
9204	11599	9818 18022 8343 7841 8665 9970 11603 21336 8406 6261 17891 6261 14470 18050 9843 22503 5288 16257 21196 7239 9006 4063 8343 17685 8658 4197 8343 19939 17462 4487 8343 15808 8658 6221 12000 2410 22019 21336 4785 4197 6584 3482 9480 19190 12984 21579 5288 10583 18050 11048 10575 12000 7239 9006 15981 8658 8343 6256 5870 12000 17448 4785 8655 9228 12902 12000 15569 18050 14602 7556 22098 15569 671 5029 16789 8343 5945 12902 12000 12895 6261 14009 19051 5839 18050 14615 6798
6738	11599	20315 18440 7728 20489 11885 5383 11859 10583 13272 21196 7239 22494 18627 11725 11708 9853 22494 18050 8655 16294 8343 5213 12000 296 671 10443 8343 18440 19051 20315 10596 11725 19051 1849 10443 11885 12091 8658 4668 12000 9850 7239 9085 10540 671 21235 17497 22516 18819 18428 6918 7239 9991 8655 6264 7239 299 10443 7239 14815 18189 8655 6264 7239 15654 18983 3015 6494 13272 10575 19051 4879 2649 12000 12895 18983 3942 12000 17030 7081 16789 8655 14898 10443 14380 7081 12902 12000 1841 10583 7088 17294 19051 20315 8655 1841 12950 17730 13862 2304 8658 22441 18440 17730 2280 12000 671 2304 20315 11182 7906 16850 8670 3028 18183 19939 7239 21438 22441 18440 10443 18203 11182 6584 19454 12000 20681 8658 15688 8658 22441 8074 10542 10443 14380 19051 20648 9981 10575 7239 16842 8670 7239 14549 18440 17730 19051 9480 18816 16789 8655 19051 20648 4197 19178 1833 22285 7239 9050 10674 12950 7088 7360 7239 8479 10583 21588 8665 20681 10596 7239 10674 10583 7239 20315 17730 19051 5165 10787 10443 14380 5839 19051 2410 11463 4750 19051 9631 10583 20315 8343 3942 7239 20315 10443 20315 671 15110 4860
14580	11599	11423 493 8655 19051 3622 8343 5383 10583 13272 8665 11962 10443 7088 22037 11182 408 13877 4487 8343 3942 19051 19451 5839 1511 493 8343 6953 21665 9460 12000 7239 9050 21078 9050 16366 7239 8766 10443 8771 10443 5030 6600 16675 4063 7239 12502 18816 4487 8343 19451 12000 12895 8343 13081 6073 3411 6027 5288 15992 15830 7239 12502 18816 4785 8655 493 6476 10575 7239 16098 3178 8658 12902 12000 8201 8658 11308 10787 3942 10596 5018 10443 7239 5018 22037 16257 8665 493 19637 3942 12000 2526 7239 6521 14602 5288 19686 8670 18983 13226 19451 12000 14815 493 9085 4487 11308 22037 11182 739 8665 8309 7239 11308 1833 3942 19051 2590 6476 10575 7239 16098 21486 2614 12000 3296 11623 7239 9085 21736 6798 10443 7311 13081 1961 11623 18816 18983 3015 6500 4750 15377 7239 5018 5288 8343 3942 19051 973 10583 9033 18816 11487 671 19051 20495 8343 5383 18050 874 19506 9970 3751 8665 8083 9460 12000 7239 9085 8766 493
22176	11599	1139 5839 12291 8670 18983 20452 18962 11463 671 19051 10632 10443 10583 17378 7152 1833 20681 7239 9050 1804 4785 7556 19051 21981 13623 12980 12000 7239 13623
11187	11599	8343 7444 9850 3435 8343 12984 20681 13272 8665 9970 11463 9853 10026 16981 10583 7239 8980 1833 408 20218 671 15598 8658 10051 11725 11859 8980 12000 3296 16257 7239 15598 8343 19451 18389 18022 5839 9696 6603 12815 18819 9696 20393 8658 8343 6221 9460 12000 21881 671 7239 20315 7239 9696 10443 15598 11487 8665 3040 8658 3046 7468 8665 7239 11463 9853 8662 6685 8665 7239 11463 5839 9870 12342 12000 3296 16257 7239 15598 5288
3745	11599	19768 20167 8655 10652 20167 18050 8655 7239 16986 19768 20167 8766 10787 8659 11885 19748 8665 7239 925 2004 2071 10443 13272 17203 11725 5343 18983 2118 20040 8343 9850 19051 16986 493 22494 493 20850 10843 6261 13469 6261 8669 10402 12000 5787 7239 19129 12000 16433 7239 4530 10583 6802 8665 7239 20315 493 10583 7081 12401 5288 15638 7239 11463 17275 10443 8899 1000 15457 18059 8669 6794 3315 8658 8665 13712 7239 925 17294 8343 10051 8658 5288 10596 7959 7239 19129 2381 3942 21631 8665 7239 3235 16015 874 7239 17015 12984 5763 1157 875 10596 6603 7959 18816 4197 3942 15513 7239 20315 12000 21665 13410 12138 8343 14606 8343 9976 12290 12929 19768 20167 12000 2118 15457 19051 6918 20315 10443 12984 6819 5839 19051 13582 14009 6642 18983 493 21235 10583 15899 7830 17730 5285 16850 1804 4374 16693 8343 12984 4167 12000 19051 6617 10575 16767 14365 17505 18983 13081 19748 6918 2655 18050 8655 2782 17505 7088 14380 14991 10583 16767 14733 6264 21196 5839 19051 4668 21588 20315 18816 8343 1835 22489 22441 8899 8670 1841 19891 16409 8343 12984 12000 9850 493 9853 7328 266 10278 373 8343 15430 8658 12000 9970 13157 10443 7910 20095 12091 5288 18816 7088 14950 8771 12000 5580 5228 393 16789 3942 20172 18036 6637 18192 8343 12929 7239 765 10443 18360 7081 15457 9970 7283 10443 7088 7328 18360 14470 12000 3296 2680 1136 120 17754 8655 1835 17002 8343 6256 21205 19051 12058 21652 10583 7239 3825 5742 10787 8343 266 12000 19748 19939 11725 18816 8343 1174 3296 19051 6918 20315 5839 9970 6802 10443 3942 19238 17515 493 5839 4487 7239 11308 7477 18440 7152 18809 19051 782 5379 10443 6924 19768 20167 1804 173 6261 4785 22037 11859 11308 19768 21966 5288 4785
22359	11599	10278 762 20315 10443 6210 8343 3942 19051 2767 16789 15513 14470 12000 1841 17203 20663 8343 59 12000 3296 22089 10583 16257 7239 20315 10443 6210 8665 9970 9006 6261 7088 8947 13214 3095 6600 9970 16409 15513 19051 21120 5839 14470 12000 9172 18050 17015 8655 22403 8658 12984 12902 12000 15569 8670 18983 10644 7239 19148 10786 16623 12290 8658 6073 21474 5839 7239 6906 12000 3785 10443 7080 18983 13081 14815 7239 8980 7239 20315 22037 17404 12019 11725 18983 7152 1833 3942 12000 12895 12000 20663 10631 8665 7239 11937 22037 3321 11725 18983 13081 22285 16789 8980 8083 5839 9696 10596 11463 3302 10596 6802 8343 7152 1833 20681 15598 11725 8343 20681 8980 5839 11463 3302 10443 5839 9970 9696 7239 1804 10088 13277 16623 18983 17497 7239 8980 10443 11725 21831 4785 273 1833 10151 19051 1354 8665 8980 5288 6908 19026 10583 3302 10443 9696 8658 11083 8650 10443 2410 8665 7239 9006 10443 11463 8658 13081 6584 15017 1468 6600 2526 19051 3409 3079 7239 9460 10583 7239 17015 12000 7239 5029 6906 14786 8658 7152 1833 21665 671 1764 6906 11725 8670 18983 8947 12000 12416 8658 18983 4197 3942 12000 19748 19238 5029 6906 10443 15457 12929 14786 16789 13081 20489 6584 16887 8665 17206 7874 671 12577 8343 8478 18050 1804 12722
17808	11599	19939 1139 8343 5383 18050 22494 8343 12984 2394 10583 20685 21196 16257 7239 20295 9696 10443 15598 18816 8343 4063 12000 16084 1290 10443 10575 671 8343 4063 615 19454 12000 20135 9460 10443 7104 9853 9895 3942 12000 6331 16789 493 4197 6584 7239 18183 11463 4860 10443 16789 4197 6584 7841 15501 7239 20768 8658 6385 5606 5288 8669 3942 12980 15659 11859 20315 8665 7239 11463 10443 7080 8343 12091 11860 19051 1139 8439 1833 13226 7152 8658 7874 16257 10583 16294 8662 20681 9853 8670 3028 493 10583 9033 20255 5337 6385 20563 18809 1051 12000 18962 20395 16294 22037 18983 7152 12588 7239 19164 4154 7239 1139 19026 10443 15688 8343 8966 15284 18050 231 7075 7959 8669 7152 8658 3435 8665 19051 13085 22345 8650 17730 2425 10443 8658 9818 13877 8662 4300 18914 10583 8500 8658 6261 19051 10196 5839 9033 12290 10443 21579 19084 18816 8662 1833 4652 16294 7088 19451 10596 11885 266 18050 5839 19051 11031 2071 1835 10443 7239 15779 8665 9696 273 762 18819 8966 5839 8658 8658 4154 19939 7239 17240 19026 10443 17153 8665 20648 15779
21558	11599	5945 18050 8343 3942 7239 20585 21336 16324 12000 14548 17730 11725 5165 1833 12000 3942 9696 15598 10443 20763 5677 20315 3457 11911 7239 9006 18050 10787 12984 19970 12902 12000 2013 10443 7239 5018 5763 10542 12290 11885 266 12000 12895 19051 973 10583 7239 6027 10443 673 5288 7239 5018 8655 7728 12902 8343 5945 18050 14602 8658 11083 5165 15659 15830 7239 5018 22037 19051 10523 7492 11725 8343 14950 3942 12000 6584 3781 12895 7081
11734	11599	18022 9850 15464 8343 5945 8658 8658 17754 14380 11463 18965 5603 10443 8650 5839 9033 10583 12291 5337 4063 12000 12342 5742 1804 11340 9696 10443 12499 5677 10443 3296 20334 12761 12342 10443 14950 22489 16294 12000 7152 20681 8658 6261 19051 20763 5677 3040 18983 13090 14470 8343 3942 18052 16257 9970 19937 21196 9696 10443 12499 5677 8665 493 10583 7239 10787 10443 20681 8658 12290 16257 7728 15464 10443 12902 12000 7841 12000 20926
